"ContactID";"NameStyle";"Title";"FirstName";"MiddleName";"LastName";"Suffix";"EmailAddress";"EmailPromotion";"Phone";"PasswordHash";"PasswordSalt";"AdditionalContactInfo";"rowguid";"ModifiedDate"
11069;false;null;"Warren";"F";"Yang";null;"warren22@adventure-works.com";0;"1 (11) 500 555-0177";"9EE4E970A87A8DB2E6F974BF7CB1FDCD0243C6E8";"txadT1Q=";null;0x72047A62AC863346943337347DF20CA5;12/09/2003 00:00:00
11070;false;null;"Tamara";null;"Ma";null;"tamara5@adventure-works.com";2;"837-555-0130";"A7F3731CBED20E46C545C790B37236FC1308457A";"x82ZHRs=";null;0xEC7BBBAE2B9E644693F4CE5C4B678294;10/10/2003 00:00:00
11071;false;null;"Tamara";"L";"Liang";null;"tamara6@adventure-works.com";0;"178-555-0152";"B1CEC6F1C995E167741DF440717D3FAB088D7B6A";"Ozvr434=";null;0x0F3FC0011008C043846FE795D2F5B8A5;29/08/2003 00:00:00
11072;false;null;"Emma";"H";"Harris";null;"emma13@adventure-works.com";1;"697-555-0171";"C05D366644913AA5A037BB4D740EAE859D8BEE61";"xEmLlRM=";null;0x266A197861FEE546A77E66A0D8B344D0;19/08/2003 00:00:00
11073;false;null;"Tamara";null;"Guo";null;"tamara7@adventure-works.com";0;"1 (11) 500 555-0114";"38E50E2A67A661B9ABA24877585D36FA5D5B8E53";"BGHRfPI=";null;0x537406B0DEE4F9458A1E1E9A888D5FDF;07/12/2003 00:00:00
11074;false;null;"Emma";"C";"Thompson";null;"emma14@adventure-works.com";0;"1 (11) 500 555-0135";"3FCD0B3985333B4F60C04821BE44B222FCD8DD12";"1Lqg3aM=";null;0xA7045CC2D05CA948BCD86295F2123451;29/04/2004 00:00:00
11075;false;null;"Tamara";null;"He";null;"tamara8@adventure-works.com";0;"1 (11) 500 555-0135";"0EC2236C3BB213877126DBAC0ACE11B4D8BDACBE";"sN6MzuU=";null;0x18B73D773E56E54CA30C8BB45E9D63E7;30/01/2004 00:00:00
11076;false;null;"Tamara";"M";"Hu";null;"tamara9@adventure-works.com";2;"702-555-0159";"FA9E080D0E642019BC983AD304BF9F1890F4117E";"aCtX12I=";null;0xAACF90644110E644902F104416F93015;30/03/2004 00:00:00
11077;false;null;"Emma";"D";"Garcia";null;"emma15@adventure-works.com";2;"191-555-0164";"3B751E27DB17D5DF78749D1B83256F3E34B17EF2";"adnTEig=";null;0x99B8B4EEB068FD489F3B08D0952B193C;16/11/2003 00:00:00
11078;false;null;"Emma";null;"Martinez";null;"emma16@adventure-works.com";0;"1 (11) 500 555-0144";"D474F08B9DE82FBCBD1A1F2DD6823A370D82A800";"tMA9APU=";null;0x78C780326A7BED40BCA48C31DC007F00;31/10/2003 00:00:00
11079;false;null;"Tamara";null;"Cai";null;"tamara10@adventure-works.com";0;"735-555-0147";"6FC3B8CE1225E0BFD5FAA24B6E3800F39CB76FEA";"CSEgj64=";null;0xA12FA7C77083F74DB82D6C2CFCA2B025;31/10/2003 00:00:00
11080;false;null;"Tamara";"A";"Zeng";null;"tamara11@adventure-works.com";2;"818-555-0163";"9148F176D47E5BFB327E3717F44D890D5DBF6684";"kc+/wkw=";null;0xEBF42B9E064C094DA481C1A1D8C6AF56;09/11/2003 00:00:00
11081;false;null;"Tamara";"M";"She";null;"tamara12@adventure-works.com";0;"1 (11) 500 555-0175";"E1EB922A51803ABE616A8632180BD0F8FA851839";"Tnzuz7A=";null;0x4A1E966D0141EA4991FD80E52D13ADD4;12/03/2003 00:00:00
11082;false;null;"Tamara";"G";"Shen";null;"tamara13@adventure-works.com";2;"1 (11) 500 555-0115";"59A1D6963858AA561E156F6A64824CC8079FEF76";"FeBHbHU=";null;0x000B50B4170E464A9B6E9B0B121B640E;17/12/2002 00:00:00
11083;false;null;"Emma";"C";"Robinson";null;"emma17@adventure-works.com";0;"492-555-0160";"331EFDF0A2B2BCA9D3F30E7E12764259798DC408";"90D7wyM=";null;0xE07D471D23B2284EB548E17D10FB4CDB;24/04/2004 00:00:00
11084;false;null;"Emma";"D";"Clark";null;"emma18@adventure-works.com";0;"155-555-0135";"B3CF17ADA9CB19CB02D063143C52C98DBEB2D409";"6vCC5ac=";null;0xFEE3BF6B4F41224D98CBFAA875CC100D;19/09/2003 00:00:00
11085;false;null;"Tamara";null;"Xie";null;"tamara14@adventure-works.com";2;"1 (11) 500 555-0161";"66B014A42D45AB4356E807A2FE463CC739592726";"W7tv78A=";null;0xAE28452EB85F5345B2A0EFB0CBF59397;08/02/2004 00:00:00
11086;false;null;"Emma";"H";"Rodriguez";null;"emma19@adventure-works.com";0;"190-555-0145";"A56BE7C3D58C60E485E1E25F3B3787F861571F48";"89/0Kac=";null;0x17B6557106893E44AE30F6B28ED258FD;02/03/2004 00:00:00
11087;false;null;"Emma";null;"Lewis";null;"emma20@adventure-works.com";1;"138-555-0185";"FE42CC1E3E772FC31551845ED3E73B72516A6BB5";"5Rfm59w=";null;0xF3F02446BEADEC4E823CB4EF63AAB577;06/06/2004 00:00:00
11088;false;null;"Emma";null;"Lee";null;"emma21@adventure-works.com";0;"329-555-0193";"C39099E722AFD686FDC87302759264E6951CC270";"lc15/9A=";null;0xBDCE5A9B5B6870438A10956959626C16;06/10/2003 00:00:00
11089;false;null;"Tamara";null;"Tang";null;"tamara15@adventure-works.com";2;"1 (11) 500 555-0123";"AA70785166BDBD42F6966DBEF37C79BEF20051A6";"UdWAOGk=";null;0x0795AE1E0ECBEB4CA6B33B10B37BB2E8;07/03/2002 00:00:00
11090;false;null;"Emma";"M";"Walker";null;"emma22@adventure-works.com";0;"885-555-0197";"6F93CF808B0F674680EA21BD2B9FBE4C93DD7C7F";"C1kN6dQ=";null;0x04AA72428FA58F49B903B16E728D7B5F;26/01/2004 00:00:00
11091;false;null;"Tamara";"D";"Xu";null;"tamara16@adventure-works.com";0;"439-555-0158";"17DEBF0DAD63A1A3FB5701962404612758DFD7BF";"EgAYsaQ=";null;0xAC28F7794B795F47AF4DEB61577F1C01;20/05/2004 00:00:00
11092;false;null;"Tamara";null;"Luo";null;"tamara17@adventure-works.com";1;"1 (11) 500 555-0189";"A8546623F93BF0CCAEEBD8DCCB5FCBFFAE2B5532";"x/prM/c=";null;0xF59ABBF58879D149B5D0068E417ABC97;16/01/2002 00:00:00
11093;false;null;"Tamara";"E";"Yuan";null;"tamara18@adventure-works.com";0;"1 (11) 500 555-0114";"0D1D0CCCA346FF276C4C5337DBCB080135A51A6D";"P9hj6Dk=";null;0x840E79273A575B46ACF796564543D033;03/07/2002 00:00:00
11094;false;null;"Tamara";"A";"Kumar";null;"tamara19@adventure-works.com";2;"1 (11) 500 555-0178";"8AFC1F3ED5F61D28D6557CAB6556195FBCAF0959";"bMPJiFg=";null;0x43045C6A6D6A224E9C7C13E83D7F9C50;01/05/2003 00:00:00
11095;false;null;"Emma";"E";"Hall";null;"emma23@adventure-works.com";0;"507-555-0154";"8733C95290EF87252581B9B3E1D56A0E517982AA";"7CBXu04=";null;0xA2D41B4F7340AA40879D3B8234E26936;24/08/2002 00:00:00
11096;false;null;"Tamara";null;"Lal";null;"tamara20@adventure-works.com";1;"1 (11) 500 555-0171";"58EA9B2D93EA3A339B3FC3DDEDA6725BE56603F5";"e+mZA6w=";null;0xDDD01C5C3F94014690B05CA4A8AEBE79;12/07/2001 00:00:00
11097;false;null;"Grace";null;"Smith";null;"grace24@adventure-works.com";0;"175-555-0135";"6344F1AF86DB81A0AC3829BCB1CB7C78908A342D";"V5LFw4s=";null;0x45AD03D33FAD104FBA0E03F052005062;07/07/2004 00:00:00
11098;false;null;"Sarah";"R";"Walker";null;"sarah0@adventure-works.com";1;"1 (11) 500 555-0193";"DF1CD7EC2673ADF09E1EF7051A2EFF94EFD0461A";"UtQTBTo=";null;0x2A6D208CB9CEAC4DB9CD6F724C9FB654;23/09/2003 00:00:00
11099;false;null;"Sarah";"J";"Hall";null;"sarah1@adventure-works.com";1;"195-555-0135";"FFCF7383E6E9B8FF2F175050397F2FB6AFE5E656";"f0Am5L4=";null;0xE400ACA5476E2C4DB20889162A2119EF;27/04/2004 00:00:00
11100;false;null;"Tamara";null;"Sharma";null;"tamara21@adventure-works.com";1;"164-555-0166";"E227ED39DAF43FE639242B7D2728B1327500B9B4";"FfVDdxM=";null;0x437E761CD7BC9A46AAC9A959314F44C3;01/04/2004 00:00:00
11101;false;null;"Elizabeth";null;"Johnson";null;"elizabeth5@adventure-works.com";1;"1 (11) 500 555-0131";"D6A057725D7812CAE81E3D645492913523308A04";"z4jypME=";null;0xC5C9098604F8E84DBB5B9344971BD670;26/07/2001 00:00:00
11102;false;null;"Elizabeth";null;"Weisman";null;"elizabeth6@adventure-works.com";1;"117-555-0118";"79CF3109F352C545000E0E9D90985FD674A6F771";"MGwBc4k=";null;0x567E4D952E359E40B1F303E26A1D5C3A;27/04/2002 00:00:00
11103;false;null;"Warren";"M";"Wu";null;"warren23@adventure-works.com";1;"1 (11) 500 555-0119";"E9E18D109BF5EF741C347C8F153045D6D822D305";"L5cjdH4=";null;0xB8F833053F74B44F9FCA0C9E56947782;24/12/2003 00:00:00
11104;false;null;"Tamara";"H";"Johnston";null;"tamara22@adventure-works.com";2;"1 (11) 500 555-0194";"EA39A5F2EDA71FF930B1A2BE90909EC738474D80";"wiS0a3g=";null;0x24CAE43E1AD4BA42AB1B844675290960;02/01/2004 00:00:00
11105;false;null;"Elizabeth";"P";"Jones";null;"elizabeth7@adventure-works.com";0;"941-555-0110";"8A90CEAA49BAA4ABFDC19B47CC323286BD0C2DD7";"8E60kDQ=";null;0x7092A7D11660E94595E6DBDB8BE3BD7F;07/07/2003 00:00:00
11106;false;null;"Tamara";null;"Pal";null;"tamara23@adventure-works.com";1;"1 (11) 500 555-0152";"8623292A94754C1FCFFEAFCDC533BE384701A9B9";"Bv+x+lI=";null;0xC4CDC21622A2D24B9671B55647EEB9FA;24/09/2002 00:00:00
11107;false;null;"Tamara";"B";"Andersen";null;"tamara24@adventure-works.com";0;"1 (11) 500 555-0133";"44E3E5E2F64368984E52EE9CE1F2535C33A830BD";"Jj6vRVI=";null;0x43D5EF17F0312A49983B72C619C919A0;10/06/2004 00:00:00
11108;false;null;"Elizabeth";"H";"Brown";null;"elizabeth8@adventure-works.com";0;"427-555-0177";"10F8946417026E59A1D5A3CBA81B9A68F88FDF86";"z8a6amI=";null;0xDE29890F645C0F49B9A8C0915080075F;28/03/2003 00:00:00
11109;false;null;"Elizabeth";"K";"Davis";null;"elizabeth9@adventure-works.com";1;"884-555-0119";"C6500CEB2CB21BEC83231038B0419791C165CD65";"RkgHfjQ=";null;0x435ED8B83069F642BF8F8B8D43E4AAD8;24/09/2003 00:00:00
11110;false;null;"Elizabeth";null;"Miller";null;"elizabeth10@adventure-works.com";0;"194-555-0113";"6560ABE605EBA4D9D0ADAB5984C8AC8FD3A24518";"Et1cp9o=";null;0x07858DC1D7242A488F411F214AF1103C;02/11/2003 00:00:00
11111;false;null;"Tamara";"J";"Raje";null;"tamara25@adventure-works.com";1;"1 (11) 500 555-0142";"D29EC15A8371015B9559D5B97F3B331CC8E3BDF8";"XXQO5O8=";null;0xD7E22E35060CD14583340635AE383E18;17/10/2003 00:00:00
11112;false;null;"Elizabeth";"R";"Wilson";null;"elizabeth11@adventure-works.com";2;"469-555-0110";"10A83AD3252FB271E3F9A95C37ADDDD37E60D16C";"eXDY3BQ=";null;0x2FE8DA5E42C21D41B2F65E88EF7C8097;03/11/2003 00:00:00
11113;false;null;"Elizabeth";"J";"Moore";null;"elizabeth12@adventure-works.com";0;"992-555-0131";"F11000C31872C67E9DEE14073FC59F36985EF28A";"ZkKW2gE=";null;0xF1B64D4DB9A73548A1F744CB1947C119;10/03/2004 00:00:00
11114;false;null;"Elizabeth";"P";"Taylor";null;"elizabeth13@adventure-works.com";1;"439-555-0176";"20D79A85A1F08356B514F338516F9F11EC3CB349";"biEjgIA=";null;0xD01859B866DD9A4ABB40FD6427413981;05/07/2004 00:00:00
11115;false;null;"Tamara";"L";"Chande";null;"tamara26@adventure-works.com";2;"1 (11) 500 555-0119";"5F681D866BC3423BC06B11A4E43A3E66398A70FB";"iP8bLgM=";null;0x5168F6AAF042C048B55BDCB69D4E4E4A;16/06/2004 00:00:00
11116;false;null;"Tamara";"L";"Chander";null;"tamara27@adventure-works.com";1;"112-555-0164";"09673A2DEE77C318E2885F86B68B50F4CA14938E";"9ZrPbRo=";null;0xF9B119454A73BC45BE4B61B922EF74EC;17/04/2002 00:00:00
11117;false;null;"Liz";null;"Anderson";null;"liz0@adventure-works.com";0;"130-555-0119";"2BACDBF0DC623ECB60BEA0163ACCBA28FC6EDBE9";"h0h7uwI=";null;0xC3ADA483A994AD43859BE4C3AB208440;28/02/2004 00:00:00
11118;false;null;"Elizabeth";"A";"Thomas";null;"elizabeth14@adventure-works.com";0;"196-555-0129";"A0FAE9139FF8C71065C79C3E78D345F9C38CD002";"RGYWPXg=";null;0xB9ACB7F346FD1247B5035E06BA2DD06C;08/04/2004 00:00:00
11119;false;null;"Elizabeth";"K";"Jackson";null;"elizabeth15@adventure-works.com";0;"363-555-0162";"8FB024C24AEDAB9F943483602F644C869B1ADC20";"5S4YQfQ=";null;0xD8E2777098471C439500F7E8E290C22C;05/02/2004 00:00:00
11120;false;null;"Tamara";null;"Nath";null;"tamara28@adventure-works.com";0;"961-555-0131";"CBF6EF42C65A9A736A0E64CE8368D2CA0B0B45FD";"6U/ZxTo=";null;0x5A7BC6C3BC909544838BF5D26B0F3ED3;26/08/2001 00:00:00
11121;false;null;"Elizabeth";"A";"White";null;"elizabeth16@adventure-works.com";0;"307-555-0183";"F3BE1FCF199CD514B5C3F3421CE999F42AACC48B";"rhDWmRo=";null;0x426A52F2E6478944BEBEFADCA9358316;11/06/2004 00:00:00
11122;false;null;"Elizabeth";"L";"Harris";null;"elizabeth17@adventure-works.com";2;"467-555-0115";"C7F909A03DCA693D77676625D059A9D5B2144DDA";"geG1F+c=";null;0x6AB9D2F4D004CB499FD7BB73D447CF3C;21/12/2001 00:00:00
11123;false;null;"Elizabeth";"L";"Martin";null;"elizabeth18@adventure-works.com";0;"732-555-0125";"558025EBF390FC568DBD8D78CF1AB1BC199DCF74";"iKjmy9A=";null;0xD8AE66C31AD8604ABD7356B5AF0AFA33;28/03/2004 00:00:00
11124;false;null;"Elizabeth";"W";"Thompson";null;"elizabeth19@adventure-works.com";2;"465-555-0154";"981EFC1D74A5EE911D520B9D51AE344A40AD825D";"eDFx09Q=";null;0xC3A5F16E0AE59B49A72FDEBE1B907B3E;02/09/2003 00:00:00
11125;false;null;"Tamara";null;"Goldberg";null;"tamara29@adventure-works.com";0;"1 (11) 500 555-0162";"365DA2E862FEDF8C110BA1EA7120A262954123BF";"XuktOqA=";null;0x0337E9591EED5643BBC896553EFB4F34;02/08/2003 00:00:00
11126;false;null;"Elizabeth";"B";"Garcia";null;"elizabeth20@adventure-works.com";0;"183-555-0159";"6509D7EB0710F8FCCAAECA7B66DEF9C59A2240EF";"I8xEC2s=";null;0xAFBA4DA30836454280E4525ED347C243;20/04/2002 00:00:00
11127;false;null;"Elizabeth";null;"Martinez";null;"elizabeth21@adventure-works.com";2;"912-555-0186";"2938A2AF89EE9128DA6C3E62F1E29DE5EC208233";"8a7jtg8=";null;0xE8624A2ED10838449C84FD652531A4DF;25/05/2002 00:00:00
11128;false;null;"Tamara";"L";"Black";null;"tamara30@adventure-works.com";2;"1 (11) 500 555-0196";"1DF5D1FCADDAC9E6E39B19F4D741CF828E64DBA6";"yg+0174=";null;0x5CF0845E705592438CEE574721BCC676;01/03/2004 00:00:00
11129;false;null;"Tammy";"K";"Raji";null;"tammy22@adventure-works.com";0;"1 (11) 500 555-0117";"EE3B8F32E33A814CA3B60E9D244F2C2FD528EC29";"eNJ5dzc=";null;0x84C849E9E4283744A2EE690625A1344E;02/09/2001 00:00:00
11130;false;null;"Elizabeth";null;"Robinson";null;"elizabeth22@adventure-works.com";2;"314-555-0155";"CB55845C2FAD82D9211F406C8467AD97665ABBF7";"Q1XY6YQ=";null;0x5E47887E6C2CCA4FAA6E8F9416F0B6BB;13/12/2002 00:00:00
11131;false;null;"Elizabeth";"J";"Clark";null;"elizabeth23@adventure-works.com";1;"561-555-0152";"DE3B8AB5E0AFCD1BBE66F3493ECDFFEEFAFD73B3";"80axNX8=";null;0x66E64DBC31A8A84C87EC5765F59CF654;17/03/2002 00:00:00
11132;false;null;"Elizabeth";"J";"Rodriguez";null;"elizabeth24@adventure-works.com";1;"1 (11) 500 555-0195";"55BC7B2162E3E1622FB86773F9B71F4BDFA1132A";"3S8HR/I=";null;0x5DCFAAB5FA856A48910C46CE3A196F3D;07/12/2003 00:00:00
11133;false;null;"Elizabeth";"S";"Lewis";null;"elizabeth25@adventure-works.com";0;"561-555-0163";"62B57C368C177E3B0915432410EC010A75EB9B60";"EOYQSH0=";null;0xCE81BC713C564046A4AFFCC7C12BBBE6;09/04/2004 00:00:00
11134;false;null;"Elizabeth";null;"Lee";null;"elizabeth26@adventure-works.com";0;"591-555-0186";"0383B460163BD2B4D922B39C58794B8B8A14A345";"ei5oqks=";null;0x211A4963FAF22C4DBCE86CB31EB63F41;28/08/2002 00:00:00
11135;false;null;"Tamara";null;"Anand";null;"tamara31@adventure-works.com";1;"1 (11) 500 555-0112";"B687D8CF56AD7192C044300D748CA11F361AE7E6";"FGqB8OY=";null;0xF22820E59946F64CAC8D302889EF542E;07/02/2004 00:00:00
11136;false;null;"Elizabeth";null;"Walker";null;"elizabeth27@adventure-works.com";1;"391-555-0152";"5AE05AE4B13E9CB83AE6EC42EBBADF91365C422C";"CjfFHMU=";null;0x0007E2D8FAC17D4687B6F66BD499C8AC;01/03/2004 00:00:00
11137;false;null;"Alisha";"G";"Zhang";null;"alisha0@adventure-works.com";2;"1 (11) 500 555-0138";"C57A4BD184C66AC3FB1F82DF540F3D3C09F54918";"L6UetGY=";null;0x74B0CF6E16AC3D458FD0CB925B892117;26/08/2001 00:00:00
11138;false;null;"Alisha";"V";"Wang";null;"alisha1@adventure-works.com";0;"1 (11) 500 555-0152";"5E5470480BEB52AFF2F3185F1D2220416728B0FF";"guRmvTo=";null;0x82E535ABA6C291499B7CE097D4DFE3A8;19/11/2002 00:00:00
11139;false;null;"Elizabeth";"L";"Hall";null;"elizabeth28@adventure-works.com";0;"366-555-0193";"C1F3F83C6F89E7F8CFBC7B2726D6CD6AB47705C6";"J1cp4pw=";null;0x6F4A390B5A280548ABF5872972A54CBC;08/11/2003 00:00:00
11140;false;null;"Alisha";"J";"Chen";null;"alisha2@adventure-works.com";1;"1 (11) 500 555-0122";"B24065ACB202C5598DB8BFC1D09995A15D51207F";"hVqsfx4=";null;0xA4E5198502286044AA11DF3360E70F37;04/03/2003 00:00:00
11141;false;null;"Alisha";"W";"Li";null;"alisha3@adventure-works.com";1;"1 (11) 500 555-0118";"6E60D21500DA7566FFA20883B6965C03FB6D1BC7";"Zasae30=";null;0x183F150C636A1D4587B487E4477E9275;30/05/2004 00:00:00
11142;false;null;"Kayla";"G";"Johnson";null;"kayla1@adventure-works.com";1;"152-555-0190";"A188D5598F523065BD8B3662D565C87969285437";"K56qfqw=";null;0x52F93C6CBC3BB74DB44270271B3BB995;24/03/2004 00:00:00
11143;false;null;"Kayla";null;"Williams";null;"kayla2@adventure-works.com";1;"174-555-0183";"532BCF1860AD691ECCCB8A08FC30D1DBF8C20987";"k3zFeIc=";null;0xB84A332C04A7B84A943DA43BF297AFD6;05/10/2003 00:00:00
11144;false;null;"Kayla";"C";"Jones";null;"kayla3@adventure-works.com";1;"206-555-0113";"D98A74FCD9F2EF0F958E0CF22C73592F77A09839";"ELuJqzw=";null;0xC92E73E84591884C8F30E5345C081CEB;04/10/2003 00:00:00
11145;false;null;"Alisha";"L";"Liu";null;"alisha4@adventure-works.com";0;"1 (11) 500 555-0150";"3F18149A024CE9F55331EECFD7529D6C0100B54E";"wxAALzA=";null;0xA12020A3AA138E4E80F4C9D2DA7360F2;25/08/2003 00:00:00
11146;false;null;"Kayla";null;"Brown";null;"kayla4@adventure-works.com";0;"265-555-0129";"7BFBA1508C45A643A2B3329345225E4F38EE31C7";"9Wc+iZQ=";null;0xE4407972B8DC184BBE6F46C4208473F9;17/03/2004 00:00:00
11147;false;null;"Alisha";null;"Yang";null;"alisha5@adventure-works.com";0;"1 (11) 500 555-0152";"812F4FD923937D129C320341329CD155FF898391";"asrrMHk=";null;0x49693817C96FE647A870FBB4ABF880FD;06/01/2004 00:00:00
11148;false;null;"Alisha";"E";"Huang";null;"alisha6@adventure-works.com";2;"1 (11) 500 555-0171";"8A3BE726CDDE5A6AA78D4FB227F85DC729FC25B1";"jiOpeDY=";null;0x6CCEDD5AA40D7D48B9FB18BC02758B6C;20/05/2003 00:00:00
11149;false;null;"Warren";null;"Zhou";null;"warren24@adventure-works.com";0;"1 (11) 500 555-0197";"89E38739A8160BD3EC60586AFC59359C12AD96E6";"0BtdjS4=";null;0x67CFD1106FE8204787D2DA9D81BCFA97;11/03/2002 00:00:00
11150;false;null;"Alisha";null;"Wu";null;"alisha7@adventure-works.com";2;"1 (11) 500 555-0111";"5720D0BF4C397CB3A6C238D73CF78A4AF7C4FC82";"fv372Ig=";null;0xFAC46BEEF197144D8B3B9168995148CA;30/01/2004 00:00:00
11151;false;null;"Kayla";null;"Davis";null;"kayla5@adventure-works.com";1;"772-555-0193";"C54F00D04126EF106E94599D9691BF55F874267C";"JI3lQ+Q=";null;0xA15EB5485A78FE428095C05A64B72E32;01/09/2003 00:00:00
11152;false;null;"Kayla";"A";"Miller";null;"kayla6@adventure-works.com";1;"234-555-0164";"860EC5DDBF564DE63C05F06E142632E32BC8CE01";"vmYlncg=";null;0xE9695F864A73EA439AD03FA71F842EE9;21/11/2003 00:00:00
11153;false;null;"Alisha";null;"Lin";null;"alisha8@adventure-works.com";1;"1 (11) 500 555-0118";"CD884C113B98EAFE97B7BDECAFBC5F8324ADC212";"vsWn2OI=";null;0x28B451B804FC984AB25F21A169753714;03/06/2004 00:00:00
11154;false;null;"Kayla";null;"Wilson";null;"kayla7@adventure-works.com";1;"461-555-0146";"EDA09E20A7DA1F01DDC02443989F5D6AEE2721A3";"93gC1UU=";null;0xC724BE9CF99B7248B17933DCE270E5E6;13/04/2004 00:00:00
11155;false;null;"Alisha";"J";"Ye";null;"alisha9@adventure-works.com";0;"292-555-0192";"5A5AB72D29A99AFDF4C5F195B3ABF34DBF593B91";"s+8WA04=";null;0xB26D504062ABFA4AA2ED9D488F572E65;22/08/2001 00:00:00
11156;false;null;"Alisha";"M";"Zhao";null;"alisha10@adventure-works.com";0;"1 (11) 500 555-0160";"963AF7DD49213237A7CE95B07A1EE78252A9DBEA";"HgN9UHw=";null;0x839C8851FB9E914482400782911B058E;25/05/2004 00:00:00
11157;false;null;"Kayla";"A";"Moore";null;"kayla8@adventure-works.com";0;"942-555-0171";"4E89BFC187179E5747EE313ACF3F7E32EA3B3BAA";"+2OUKeA=";null;0x791889E25FF0204BA9AA20014B255FCD;17/07/2004 00:00:00
11158;false;null;"Alisha";"D";"Lu";null;"alisha11@adventure-works.com";0;"1 (11) 500 555-0119";"04C7FC2B7F1132BE829BE6F6F803E9A02568DF10";"mHbuyCM=";null;0xB0C42B696554C84F94DCF48B7380C14F;10/01/2004 00:00:00
11159;false;null;"Alisha";null;"Xu";null;"alisha12@adventure-works.com";0;"1 (11) 500 555-0173";"1F38544491549063E73DEAA52DE2DAA576647A46";"duohyS4=";null;0xF70888B3ED1228458EC15E8F72105D5E;31/12/2003 00:00:00
11160;false;null;"Alisha";null;"Sun";null;"alisha13@adventure-works.com";1;"1 (11) 500 555-0137";"F06A0AF8D5D4A73D62528DC6AEA6A4545B29072C";"FpaVnLg=";null;0xFC608B655099D24E9AD843F2D377D8BF;21/05/2004 00:00:00
11161;false;null;"Kayla";null;"Taylor";null;"kayla9@adventure-works.com";0;"275-555-0165";"DD7133C243A1F00D0A4F9CF5273331553DD72D30";"Q9wsEYQ=";null;0xB9EFFB3B82039247BD27C0D5CA4E0CEF;12/02/2004 00:00:00
11162;false;null;"Kayla";null;"Anderson";null;"kayla10@adventure-works.com";0;"367-555-0178";"3B5B627BC9E61488A788F60DC4E4C8AF57211437";"eWsF/XI=";null;0x8D9A49A154B47242AA7BD49D688C7F8A;04/10/2003 00:00:00
11163;false;null;"Kayla";null;"Thomas";null;"kayla11@adventure-works.com";0;"1 (11) 500 555-0187";"746453EF3A2E427AE2212C27528A3915908B49F5";"PeGTpSc=";null;0xB4FF6B30606F514C9A11D85757FC12DA;14/04/2004 00:00:00
11164;false;null;"Alisha";"G";"Zhu";null;"alisha14@adventure-works.com";2;"1 (11) 500 555-0199";"1966BA2711C156190792CE5E50FF4E37266791EF";"Ci1eESs=";null;0x6250C594468F404DAC632075C4173900;26/11/2001 00:00:00
11165;false;null;"Kayla";"R";"Jackson";null;"kayla12@adventure-works.com";0;"1 (11) 500 555-0148";"F01B5C3CC7298B3D8A138919B6E4C4F0FCB0F64E";"7Uy3ukk=";null;0x21DD7511F2417044B6C1CEBE9D9A0E91;21/09/2001 00:00:00
11166;false;null;"Kayla";null;"White";null;"kayla13@adventure-works.com";1;"1 (11) 500 555-0139";"866C0F8EAD1E3CC1845E4BCAA7C7397B2CE09BE8";"0yQ2+EA=";null;0x9F8491562446E24DAEECAFAE65570D57;04/09/2003 00:00:00
11167;false;null;"Alisha";null;"Gao";null;"alisha15@adventure-works.com";0;"1 (11) 500 555-0172";"05CEB64A9CCD53932528A1C646664619CFBE075E";"bgNdo9U=";null;0xF7C5D170C2715D45A3433CC77C021CE1;17/06/2004 00:00:00
11168;false;null;"Damien";"L";"Luo";null;"damien23@adventure-works.com";0;"1 (11) 500 555-0115";"3104B2C993CD8D6F5E3C9891473F634E4CAFFB70";"784QQEg=";null;0x2B2CB71FCBAE8943B4B4E5A0F665788E;31/03/2004 00:00:00
11169;false;null;"Warren";null;"Ye";null;"warren25@adventure-works.com";0;"381-555-0192";"58A9D8E3E30B50442888A9C5238DBBC7A3E36234";"/6ITXbI=";null;0x78489CCD53CD6F4590DC8BE6E0AE435D;19/07/2001 00:00:00
11170;false;null;"Alisha";null;"Ma";null;"alisha16@adventure-works.com";2;"1 (11) 500 555-0168";"09BD70430A71429A2FE3B0EDDAF62539DE6EEC2D";"Lc1YB5o=";null;0x776FFFB457CD7E4DB0F576309566E143;18/04/2003 00:00:00
11171;false;null;"Kayla";"M";"Harrison";null;"kayla14@adventure-works.com";0;"116-555-0154";"B3229DFC2B7DCF6FD30A4D59D1B6CC33083BF0DB";"/KFrZjo=";null;0xF1CA09DDD6018B4F894B77255FE6C294;21/01/2004 00:00:00
11172;false;null;"Kayla";"E";"Martin";null;"kayla15@adventure-works.com";0;"998-555-0163";"32B54152228BE14160F7B1762399DF280E4068EA";"cOFjaQc=";null;0x4D722613BC09484B82D826CF3C14845E;22/06/2003 00:00:00
11173;false;null;"Alisha";"L";"Liang";null;"alisha17@adventure-works.com";0;"1 (11) 500 555-0142";"F2B6CE37143036EC2BB2E6D888D4CFD49EA0CCEC";"wikxXv0=";null;0x873E3850BA26C24BBBF798A0DED26133;27/09/2003 00:00:00
11174;false;null;"Kayla";"D";"Thompson";null;"kayla16@adventure-works.com";1;"918-555-0192";"94B633F3792F3EB7CA86B3DADCAF6F4970245A2B";"EFK52s0=";null;0x7C70906CD63F4B458AAA940F38326959;30/09/2003 00:00:00
11175;false;null;"Alisha";"P";"Guo";null;"alisha18@adventure-works.com";0;"1 (11) 500 555-0174";"13F0A8F634E474CE869213FA0AEF8132D13B2E98";"dl5yPmg=";null;0xA17DC13040316541BF250DFF1F80B557;17/02/2003 00:00:00
