"EmployeeID";"NationalIDNumber";"ContactID";"LoginID";"ManagerID";"Title";"BirthDate";"MaritalStatus";"Gender";"HireDate";"SalariedFlag";"VacationHours";"SickLeaveHours";"CurrentFlag";"rowguid";"ModifiedDate"
247;"461786517";1213;"adventure-works\ed0";16;"Production Technician - WC60";12/10/1961 00:00:00;"S";"M";08/03/2000 00:00:00;false;25;32;true;0xB32FF28E37AF444B8862D60A7CB09D82;31/07/2004 00:00:00
248;"393421437";1079;"adventure-works\christopher0";25;"Production Technician - WC10";01/11/1976 00:00:00;"M";"M";11/03/2000 00:00:00;false;91;65;true;0x55601CF77B55604686FF8C0FA14B24E6;31/07/2004 00:00:00
249;"988315686";1149;"adventure-works\patrick1";51;"Production Technician - WC40";24/01/1964 00:00:00;"M";"M";15/03/2000 00:00:00;false;61;50;true;0xAE526C299F169242975DC508476DCECF;31/07/2004 00:00:00
250;"56772045";1090;"adventure-works\krishna0";108;"Production Technician - WC20";06/10/1961 00:00:00;"S";"M";16/03/2000 00:00:00;false;2;21;true;0xA506A542C00A4841B702BB7B804EF98C;31/07/2004 00:00:00
251;"879334904";1278;"adventure-works\lori1";49;"Janitor";31/08/1960 00:00:00;"M";"F";19/03/2000 00:00:00;false;90;65;true;0x87E19F9224EE5F4FAF2AF96324F09423;31/07/2004 00:00:00
252;"82638150";1085;"adventure-works\danielle0";64;"Production Technician - WC10";08/10/1976 00:00:00;"S";"F";23/03/2000 00:00:00;false;97;68;true;0x596188BB00146442B7C9A3769BEB1274;31/07/2004 00:00:00
253;"343861179";1273;"adventure-works\sootha0";41;"Quality Assurance Technician";05/01/1957 00:00:00;"M";"M";26/03/2000 00:00:00;false;85;62;true;0x19DFDAA3F0270A469888CE6CAA9E3583;31/07/2004 00:00:00
254;"582347317";1214;"adventure-works\michael7";18;"Production Technician - WC60";07/10/1963 00:00:00;"S";"M";26/03/2000 00:00:00;false;26;33;true;0xBD242B49E9BD7143B96ECCD72264B91F;31/07/2004 00:00:00
255;"8066363";1217;"adventure-works\randy0";18;"Production Technician - WC60";29/05/1960 00:00:00;"M";"M";26/03/2000 00:00:00;false;29;34;true;0x8D10089A39E062488F9355F18017AD72;31/07/2004 00:00:00
256;"561196580";1080;"adventure-works\john4";25;"Production Technician - WC10";29/10/1976 00:00:00;"S";"M";30/03/2000 00:00:00;false;92;66;true;0xD923CFD4B621E445827C22890DF0373B;31/07/2004 00:00:00
257;"58791499";1150;"adventure-works\jack1";51;"Production Technician - WC40";30/09/1963 00:00:00;"S";"M";03/04/2000 00:00:00;false;62;51;true;0x87D308D3F3F75F4BABDAFAF5574245CD;31/07/2004 00:00:00
258;"163347032";1091;"adventure-works\olinda0";108;"Production Technician - WC20";05/05/1960 00:00:00;"S";"F";04/04/2000 00:00:00;false;3;21;true;0xC3CE56641E9BBC4E9FD8732B93363F65;31/07/2004 00:00:00
259;"28414965";1276;"adventure-works\stuart1";49;"Janitor";17/01/1962 00:00:00;"M";"M";05/04/2000 00:00:00;false;88;64;true;0xE69127CC2976C549922A81445AFDF033;31/07/2004 00:00:00
260;"153479919";1279;"adventure-works\jo1";49;"Janitor";25/05/1944 00:00:00;"M";"F";07/04/2000 00:00:00;false;91;65;true;0xCA5CAF39529BE541B51072901D2578F6;31/07/2004 00:00:00
261;"20269531";1043;"adventure-works\ben0";274;"Buyer";05/07/1963 00:00:00;"M";"M";09/04/2000 00:00:00;false;55;47;true;0xAE1C64B95C766246B760C167A1F2B8B5;31/07/2004 00:00:00
262;"826454897";1086;"adventure-works\tom0";64;"Production Technician - WC10";01/11/1976 00:00:00;"M";"M";10/04/2000 00:00:00;false;98;69;true;0xC57FBFB31420CE48B7BB76124FA8446C;31/07/2004 00:00:00
263;"974026903";1007;"adventure-works\ovidiu0";3;"Senior Tool Designer";18/02/1968 00:00:00;"S";"M";05/01/2001 00:00:00;false;7;23;true;0x197C8CF6C1FA8C439BB7AC33FCC341C3;31/07/2004 00:00:00
264;"437296311";1038;"adventure-works\annette0";274;"Purchasing Assistant";01/03/1968 00:00:00;"M";"F";06/01/2001 00:00:00;false;50;45;true;0x5F39039E5D4D534A880E174BD8C1DB59;31/07/2004 00:00:00
265;"486228782";1008;"adventure-works\janice0";263;"Tool Designer";29/06/1979 00:00:00;"M";"F";23/01/2001 00:00:00;false;8;24;true;0xB6914B95A75AC24886856E11C6E5C49A;31/07/2004 00:00:00
266;"280633567";1039;"adventure-works\reinout0";274;"Purchasing Assistant";18/02/1968 00:00:00;"M";"M";25/01/2001 00:00:00;false;51;45;true;0x00EB2598368E064593A26DDCDC0B13C3;31/07/2004 00:00:00
267;"42487730";1003;"adventure-works\michael8";3;"Senior Design Engineer";17/07/1969 00:00:00;"S";"M";30/01/2001 00:00:00;true;3;21;true;0xA46C2846DD46DB4D912885B67E98D1A9;31/07/2004 00:00:00
268;"502097814";1011;"adventure-works\stephen0";273;"North American Sales Manager";17/11/1941 00:00:00;"M";"M";04/02/2001 00:00:00;true;14;27;true;0x9EFAD586C04BC84891DC1EC467418D11;31/07/2004 00:00:00
269;"323403273";1029;"adventure-works\wanida0";6;"Marketing Assistant";17/04/1965 00:00:00;"M";"F";07/02/2001 00:00:00;false;41;40;true;0x46A4CC431CDA4C458530873AD2923E1B;31/07/2004 00:00:00
270;"56920285";1004;"adventure-works\sharon0";3;"Design Engineer";03/06/1951 00:00:00;"M";"F";18/02/2001 00:00:00;true;4;22;true;0xC0FDF254C4876540A7A89AC8EA624235;31/07/2004 00:00:00
271;"222969461";1036;"adventure-works\john5";6;"Marketing Specialist";06/04/1968 00:00:00;"S";"M";10/03/2001 00:00:00;false;48;44;true;0x15047364581F5B4E8FA85E4DAEBA53B4;31/07/2004 00:00:00
272;"52541318";1031;"adventure-works\mary2";6;"Marketing Assistant";01/03/1968 00:00:00;"S";"F";17/03/2001 00:00:00;false;43;41;true;0x01A96D1FF7C7A8488EEFD81868D72B52;31/07/2004 00:00:00
273;"112432117";1010;"adventure-works\brian3";109;"Vice President of Sales";08/07/1967 00:00:00;"S";"M";18/03/2001 00:00:00;true;10;25;true;0x7C55ECF3418BE64EBB0CE3B93AFF81E5;31/07/2004 00:00:00
274;"895209680";1037;"adventure-works\sheela0";71;"Purchasing Manager";13/03/1968 00:00:00;"S";"F";28/03/2001 00:00:00;true;49;44;true;0x55016B7D910199458394378EBDE63C9A;31/07/2004 00:00:00
275;"841560125";1026;"adventure-works\michael9";268;"Sales Representative";26/01/1959 00:00:00;"S";"M";01/07/2001 00:00:00;true;38;39;true;0xE28D9FE1400F8C4184A2DB48B98DC6A2;31/07/2004 00:00:00
276;"191644724";1018;"adventure-works\linda3";268;"Sales Representative";30/03/1970 00:00:00;"M";"F";01/07/2001 00:00:00;true;27;33;true;0x87F309453AD7DC43A502B1C27AA1DC9E;31/07/2004 00:00:00
277;"615389812";1016;"adventure-works\jillian0";268;"Sales Representative";29/09/1952 00:00:00;"S";"F";01/07/2001 00:00:00;true;24;32;true;0x7BC911A01C083947996FC1CAC4532F8D;31/07/2004 00:00:00
278;"234474252";1021;"adventure-works\garrett1";268;"Sales Representative";07/03/1965 00:00:00;"M";"M";01/07/2001 00:00:00;true;33;36;true;0x16CCEE500D0DA9439649016C06DE8D78;31/07/2004 00:00:00
279;"716374314";1019;"adventure-works\tsvi0";268;"Sales Representative";19/02/1964 00:00:00;"M";"M";01/07/2001 00:00:00;true;29;34;true;0xCE0F51BB05010643B5916450D9EBF401;31/07/2004 00:00:00
280;"61161660";1014;"adventure-works\pamela0";268;"Sales Representative";06/01/1965 00:00:00;"S";"F";01/07/2001 00:00:00;true;22;31;true;0xD6B92776070706479AD90D37506B08AE;31/07/2004 00:00:00
281;"139397894";1017;"adventure-works\shu0";268;"Sales Representative";10/04/1958 00:00:00;"M";"M";01/07/2001 00:00:00;true;26;33;true;0x91C80341E837FC4DAEACB55E2BC1BE1C;31/07/2004 00:00:00
282;"399771412";1020;"adventure-works\josé1";268;"Sales Representative";11/01/1954 00:00:00;"M";"M";01/07/2001 00:00:00;true;31;35;true;0xFB9239FD67301D45A09D73BD53C0FECA;31/07/2004 00:00:00
283;"987554265";1015;"adventure-works\david8";268;"Sales Representative";14/03/1964 00:00:00;"S";"M";01/07/2001 00:00:00;true;23;31;true;0x919E8F1E8F50494DACD2775C836030ED;31/07/2004 00:00:00
284;"982310417";1013;"adventure-works\amy0";273;"European Sales Manager";22/10/1947 00:00:00;"M";"F";18/05/2002 00:00:00;true;21;30;true;0x4564D66678EE76469E660E22D6109A92;31/07/2004 00:00:00
285;"668991357";1025;"adventure-works\jae0";284;"Sales Representative";18/04/1958 00:00:00;"M";"F";01/07/2002 00:00:00;true;37;38;true;0x21593A72A1D859469BC413C4CF7C9C91;31/07/2004 00:00:00
286;"134219713";1022;"adventure-works\ranjit0";284;"Sales Representative";31/10/1965 00:00:00;"S";"M";01/07/2002 00:00:00;true;34;37;true;0xF91342600FDDB443BDD2C96E93D3F4BF;31/07/2004 00:00:00
287;"90836195";1027;"adventure-works\tete0";268;"Sales Representative";06/02/1968 00:00:00;"M";"M";01/11/2002 00:00:00;true;39;39;true;0x00CE670C78DE1247908F06939A2C58D5;31/07/2004 00:00:00
288;"481044938";1012;"adventure-works\syed0";273;"Pacific Sales Manager";11/02/1965 00:00:00;"M";"M";15/04/2003 00:00:00;true;20;30;true;0xDB92F2863CB79D429912800994D809FB;31/07/2004 00:00:00
289;"954276278";1023;"adventure-works\rachel0";284;"Sales Representative";09/08/1965 00:00:00;"S";"F";01/07/2003 00:00:00;true;35;37;true;0x4177BFB9CAE0374FACDEA4F78C6D03E9;31/07/2004 00:00:00
290;"758596752";1024;"adventure-works\lynn0";288;"Sales Representative";18/04/1961 00:00:00;"S";"F";01/07/2003 00:00:00;true;36;38;true;0x07849A4A80A66B4A8D03511CB58F9A8A;31/07/2004 00:00:00
